"Country","Region","IncomeG","Year","LifeExp","AdultM","InfantD","Alcohol","PercHealthExp","HepsB","Measles","BMI","Und5Deaths","Polio","GovHealthExp","Diph","HIV","GDP","Pop","Thin10_19Yrs","Thin5_9Yrs","Schooling"
"Cambodia","East Asia & Pacific","Low Income",2002,59.3,273,23,1.43,30.91060554,NA,1361,12.8,29,54,5.95,54,2.1,339.676984,12637719,11.6,11.8,8.2
"Cambodia","East Asia & Pacific","Low Income",2001,58.5,273,25,1.71,27.68971051,NA,3761,12.4,33,59,5.7,6,2.2,321.22634,12405411,11.6,11.8,7.6
"Cambodia","East Asia & Pacific","Low Income",2000,57.7,274,27,1.51,0.328418056,NA,12237,12.1,36,62,5.87,59,2.1,3.685949,12155241,11.6,11.9,7.2
"Cameroon","Sub-Saharan Africa","Low Income",2015,57.3,357,45,NA,0,84,1809,29,68,83,NA,84,3.5,1244.429421,23298376,5.6,5.5,10.4
"Cameroon","Sub-Saharan Africa","Low Income",2014,56.7,366,47,0.01,61.39263642,87,831,28.4,71,86,4.1,87,3.7,1441.1417,22681853,5.7,5.7,10.4
"Cameroon","Sub-Saharan Africa","Low Income",2013,56.4,364,48,0.01,63.07890158,89,760,27.8,73,88,4.29,89,4,1365.34419,22077300,5.8,5.8,10.4
"Cameroon","Sub-Saharan Africa","Low Income",2012,55.9,369,50,0.01,68.55839112,85,609,27.2,76,85,4.34,85,4.6,1255.648189,21485267,5.9,5.9,10.4
"Cameroon","Sub-Saharan Africa","Low Income",2011,55.6,371,51,6.19,83.18071241,82,504,26.6,79,8,3.96,82,4.9,1295.649726,20906392,6,6,10
"Cameroon","Sub-Saharan Africa","Low Income",2010,55.3,37,53,6.15,100.8987451,84,240,26,82,83,5.28,84,5.5,1182.869227,20341236,6.1,6.2,9.7
"Cameroon","Sub-Saharan Africa","Low Income",2009,54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19789922,6.3,6.3,9.2
"Cameroon","Sub-Saharan Africa","Low Income",2008,54.2,382,56,5.9,68.7073044,84,495,24.9,87,82,5.18,84,6.7,1233.524316,19252674,6.4,6.5,8.8
"Cameroon","Sub-Saharan Africa","Low Income",2007,53.6,395,57,5.44,7.562892922,82,100,24.4,89,81,4.76,82,7,111.71186,18730283,6.6,6.6,8
"Cameroon","Sub-Saharan Africa","Low Income",2006,53.3,394,58,5.22,0.962497052,81,196,23.8,91,78,4.69,81,7.2,12.989164,18223677,6.7,6.8,8.2
"Cameroon","Sub-Saharan Africa","Low Income",2005,52.8,4,58,5.03,73.03276195,79,605,23.3,93,79,4.75,8,7.4,952.1872484,17733408,6.9,7,8.3
"Cameroon","Sub-Saharan Africa","Low Income",2004,52.1,412,59,4.71,7.177302132,NA,358,22.8,94,72,4.73,73,7.5,93.211716,17259322,7,7.1,8.2
"Cameroon","Sub-Saharan Africa","Low Income",2003,51.8,412,60,4.64,67.63925302,NA,899,22.3,95,72,4.97,73,7.7,824.8689393,16800869,7.2,7.3,8.1
"Cameroon","Sub-Saharan Africa","Low Income",2002,51.6,47,60,4.58,53.70597428,NA,1448,21.8,97,66,4.86,66,7.8,676.397661,16357605,7.4,7.5,8.4
"Cameroon","Sub-Saharan Africa","Low Income",2001,51.5,41,61,4.43,41.73629221,NA,23934,21.3,99,61,4.7,63,7.9,614.6729339,15928910,7.5,7.7,7.1
"Cameroon","Sub-Saharan Africa","Low Income",2000,51.4,394,62,3.91,4.720593531,NA,14629,2.9,100,57,4.48,62,7.7,68.414399,15513944,7.7,7.8,6.9
"Canada","North America","High Income",2015,82.2,64,2,NA,0,55,195,67,2,91,NA,91,0.1,43315.744,35702908,0.6,0.5,16.3
"Canada","North America","High Income",2014,82,65,2,8.1,102.1902168,55,418,66.4,2,91,1.45,91,0.1,544.43376,35437435,0.5,0.5,15.9
"Canada","North America","High Income",2013,81.8,67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,35082954,0.5,0.5,15.9
"Canada","North America","High Income",2012,81.6,68,2,8.3,9748.636237,7,10,65.3,2,99,1.78,95,0.1,52496.69487,34714222,0.5,0.5,15.9
"Canada","North America","High Income",2011,81.5,68,2,8.2,971.9280384,7,803,64.7,2,87,1.82,87,0.1,5282.2176,34339328,0.5,0.5,15.9
"Canada","North America","High Income",2010,81.2,7,2,8.4,8649.674911,56,99,64.1,2,88,11.2,89,0.1,47447.4762,34004889,0.5,0.4,15.9
"Canada","North America","High Income",2009,81,72,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,33628895,0.5,0.4,15.9
"Canada","North America","High Income",2008,87,74,2,8.3,8433.936814,28,62,63,2,89,1.3,92,0.1,46596.33599,33247118,0.5,0.4,15.8
"Canada","North America","High Income",2007,85,74,2,8.3,7946.743581,14,101,62.5,2,9,9.83,94,0.1,44544.5268,32889025,0.5,0.4,15.8
"Canada","North America","High Income",2006,85,75,2,8.2,771.1817686,14,13,61.9,2,95,9.75,95,0.1,4386.69948,32571174,0.5,0.4,15.8
"Canada","North America","High Income",2005,81,76,2,8,6333.177967,14,6,61.3,2,93,9.57,93,0.1,36189.58838,32243753,0.5,0.4,15.8
"Canada","North America","High Income",2004,80,77,2,7.8,5513.329924,14,7,6.6,2,91,9.56,91,0.1,31979.87195,31940655,0.5,0.4,15.8
"Canada","North America","High Income",2003,79.7,78,2,7.7,4687.845565,14,15,6,2,88,9.54,91,0.1,28172.14883,31644028,0.5,0.4,15.8
"Canada","North America","High Income",2002,79.5,79,2,7.7,3895.856308,NA,6,59.3,2,88,9.37,88,0.1,24167.8431,31360079,0.5,0.4,15.8
"Canada","North America","High Income",2001,79.4,8,2,7.6,3665.089703,NA,34,58.5,2,88,9.1,89,0.1,23691.59472,31020902,0.5,0.4,15.8
"Canada","North America","High Income",2000,79.1,82,2,7.6,3787.49456,NA,206,57.8,2,88,8.67,89,0.1,24124.16917,30685730,0.5,0.5,15.9
"Central African Republic","Sub-Saharan Africa","Low Income",2015,52.5,397,15,NA,0,47,150,22.7,21,47,NA,47,4.4,348.381417,4493171,8.2,8.2,7.1
"Central African Republic","Sub-Saharan Africa","Low Income",2014,58,437,15,0.01,53.43964323,47,210,22.1,22,47,4.2,47,4.5,377.132274,4464171,8.4,8.3,7.1
"Central African Republic","Sub-Saharan Africa","Low Income",2013,49.9,451,16,0.01,52.37766601,23,596,21.6,23,23,3.82,23,5.1,337.4849614,4447945,8.5,8.5,7.1
"Central African Republic","Sub-Saharan Africa","Low Income",2012,53,439,16,0.01,7.344808214,47,141,21.2,23,47,3.62,47,5.1,486.41114,4436411,8.7,8.6,7.1
"Central African Republic","Sub-Saharan Africa","Low Income",2011,49.8,443,16,1.66,58.52947463,47,679,2.7,24,47,3.73,47,5.8,494.336779,4418639,8.8,8.8,6.8
"Central African Republic","Sub-Saharan Africa","Low Income",2010,49.2,446,17,1.67,43.48359197,45,2,2.2,24,46,3.9,45,6.6,446.4434494,4386765,9,8.9,6.6
"Central African Republic","Sub-Saharan Africa","Low Income",2009,48.6,453,17,1.56,40.45156933,42,11,19.8,25,45,3.58,42,7.3,449.961839,4337623,9.1,9.1,6.4
"Central African Republic","Sub-Saharan Africa","Low Income",2008,47.6,477,17,1.52,67.34137528,NA,12,19.4,25,46,4.3,45,8.3,456.8614334,4273368,9.3,9.2,6.3
"Central African Republic","Sub-Saharan Africa","Low Income",2007,46.8,495,17,1.5,60.04884821,NA,49,19,26,46,4.4,48,9,397.148467,4198004,9.4,9.4,6.2
"Central African Republic","Sub-Saharan Africa","Low Income",2006,46.3,56,17,1.54,46.90117916,NA,3,18.6,26,47,3.99,51,10,347.673678,4118075,9.6,9.6,6
"Central African Republic","Sub-Saharan Africa","Low Income",2005,45.9,511,17,1.5,40.92207976,NA,471,18.2,26,47,4.29,54,11.2,327.1149461,4038380,9.7,9.7,5.9
"Central African Republic","Sub-Saharan Africa","Low Income",2004,45.7,512,17,1.5,41.50111735,NA,1233,17.9,26,45,4.1,51,12,313.21598,3959883,9.9,9.9,5.7
"Central African Republic","Sub-Saharan Africa","Low Income",2003,45.7,51,17,1.49,46.11619441,NA,652,17.5,26,44,4.31,47,12.8,286.25819,3881185,1,1.1,5.6
"Central African Republic","Sub-Saharan Africa","Low Income",2002,45.6,58,17,1.47,31.5941587,NA,938,17.2,25,42,4.16,44,13.4,253.768343,3802129,1.2,1.2,5.4
"Central African Republic","Sub-Saharan Africa","Low Income",2001,45.6,54,17,1.52,33.65315697,NA,2837,16.8,25,4,3.95,4,13.9,243.1586486,3722016,1.4,1.4,5.3
"Central African Republic","Sub-Saharan Africa","Low Income",2000,46,49,16,1.51,30.78382657,NA,3207,16.5,25,38,4.24,37,14.3,243.5429317,3640421,1.5,1.5,5.2
"Chad","Sub-Saharan Africa","Low Income",2015,53.1,356,46,NA,0,46,418,19.1,77,52,NA,46,2.8,777.248751,14110971,8.5,8.4,7.3
"Chad","Sub-Saharan Africa","Low Income",2014,52.6,362,46,0.01,11.3020668,37,1275,18.7,78,44,3.62,37,2.9,125.998515,13663562,8.7,8.5,7.3
"Chad","Sub-Saharan Africa","Low Income",2013,52.2,366,46,0.64,76.52382535,39,226,18.2,78,46,3.42,39,3.1,986.13177,13220433,8.8,8.7,7.3
"Chad","Sub-Saharan Africa","Low Income",2012,51.8,367,46,0.62,57.8242709,4,120,17.9,79,51,3,4,3.6,973.472574,12784748,9,8.9,7.3
"Chad","Sub-Saharan Africa","Low Income",2011,51.6,365,46,0.56,67.76269089,33,8650,17.5,79,4,3.17,33,3.9,989.2363633,12360986,9.2,9.1,6.7
"Chad","Sub-Saharan Africa","Low Income",2010,51.2,364,46,0.5,43.57328908,39,194,17.1,80,43,2.95,39,4.1,896.5697341,11952134,9.4,9.3,6.7
"Chad","Sub-Saharan Africa","Low Income",2009,57,37,46,0.47,4.982900401,24,165,16.7,80,32,3.31,24,4.4,84.455939,11560142,9.6,9.5,6.3
"Chad","Sub-Saharan Africa","Low Income",2008,49.6,394,46,0.45,49.09198224,17,63,16.4,80,3,2.92,19,4.7,929.772391,11183589,9.8,9.7,6
"Chad","Sub-Saharan Africa","Low Income",2007,49.4,394,46,0.42,5.962923532,NA,441,16.1,80,38,3.35,28,4.9,81.683884,10818031,1,1,5.7
"Chad","Sub-Saharan Africa","Low Income",2006,48.5,414,45,0.41,62.67225971,NA,1594,15.7,80,49,3.32,4,5.1,712.1847694,10457122,1.3,1.2,5.5
"Chad","Sub-Saharan Africa","Low Income",2005,48.6,46,45,0.42,8.936064632,NA,2,15.4,79,37,3.91,25,5.2,66.2421396,10096630,1.5,1.4,5.6
"Chad","Sub-Saharan Africa","Low Income",2004,48.5,45,44,0.34,72.38451279,NA,10324,15.1,78,31,5.72,21,5.2,454.6765879,9734761,1.7,1.6,5.6
"Chad","Sub-Saharan Africa","Low Income",2003,48.4,43,44,0.42,3.979243535,NA,15801,14.8,77,36,5.49,23,5.1,292.5914364,9373913,1.9,1.8,5.4
"Chad","Sub-Saharan Africa","Low Income",2002,48.1,43,43,0.36,3.039691193,NA,7277,14.4,76,31,8.33,25,5,22.854821,9019226,11.1,11,5.1
"Chad","Sub-Saharan Africa","Low Income",2001,48,4,42,0.3,26.87439074,NA,24908,14.1,75,26,6.9,26,4.8,197.3156442,8678049,11.3,11.2,4.9
"Chad","Sub-Saharan Africa","Low Income",2000,47.6,44,41,0.25,21.52701616,NA,3546,13.9,74,3,6.28,36,4.6,166.231785,8355654,11.5,11.4,4.7
"Chile","Latin America & Caribbean","High Income",2015,85,82,2,NA,0,97,9,63.8,2,96,NA,96,0.1,13653.2264,17969356,0.8,0.8,16.3
"Chile","Latin America & Caribbean","High Income",2014,83,83,2,7.16,2352.999591,95,0,63.1,2,95,7.79,95,0.1,14817.37778,17758969,0.8,0.8,16.2
"Chile","Latin America & Caribbean","High Income",2013,81,84,2,7.2,2442.222054,9,0,62.5,2,9,7.53,91,0.1,15941.39722,17571511,0.8,0.8,15.6
"Chile","Latin America & Caribbean","High Income",2012,79.9,84,2,6.76,2260.777642,9,0,61.8,2,9,7.24,9,0.1,15431.9293,17400359,0.8,0.8,15.5
"Chile","Latin America & Caribbean","High Income",2011,79.8,86,2,7.26,211.614293,94,6,61.2,2,93,7,94,0.1,1475.69242,17233584,0.8,0.8,15.4
"Chile","Latin America & Caribbean","High Income",2010,79.1,89,2,7.93,177.4925143,92,0,6.6,2,92,6.97,92,0.1,1286.17764,17062531,0.8,0.9,15.2
"Chile","Latin America & Caribbean","High Income",2009,79.3,91,2,7.67,181.525923,94,1,59.9,2,94,7.39,94,0.1,1243.32824,16886184,0.8,0.9,15.3
"Chile","Latin America & Caribbean","High Income",2008,79.6,88,2,7.31,241.5533381,95,0,59.3,2,95,6.87,95,0.1,1781.3668,16708255,0.9,0.9,15.2
"Chile","Latin America & Caribbean","High Income",2007,78.9,9,2,7.39,209.4875875,92,0,58.7,2,95,6.35,96,0.1,1526.87746,16530201,0.9,0.9,14.8
"Chile","Latin America & Caribbean","High Income",2006,78.9,91,2,7.33,1275.689625,95,0,58.1,2,94,6.18,94,0.1,9484.681227,16354507,0.9,0.9,14.9
"Chile","Latin America & Caribbean","High Income",2005,78.4,93,2,7.57,954.9644887,NA,0,57.4,2,92,6.69,91,0.1,7615.3468,16182713,0.9,1,14.6
"Chile","Latin America & Caribbean","High Income",2004,78,97,2,6.32,78.78564878,NA,0,56.8,2,94,6.93,93,0.1,621.828325,16014972,0.9,1,14.3
"Chile","Latin America & Caribbean","High Income",2003,77.9,1,2,6.37,584.0993429,NA,1,56.1,2,96,7.34,96,0.1,4787.699532,15849649,1,1,14
"Chile","Latin America & Caribbean","High Income",2002,77.8,11,2,6.06,675.7808443,NA,0,55.4,3,97,6.48,97,0.1,4463.545867,15684413,1,1,13.9
"Chile","Latin America & Caribbean","High Income",2001,77.3,16,2,6.1,687.5116825,NA,0,54.7,3,96,6.51,97,0.1,4595.666327,15516112,1,1,13.7
"Chile","Latin America & Caribbean","High Income",2000,77.3,13,2,6.24,74.14842946,NA,0,54,3,91,6.4,91,0.1,511.368479,15342350,1.1,1.1,13.5
"China","East Asia & Pacific","Middle Income",2015,76.1,85,157,NA,0,99,42361,32.9,183,99,NA,99,0.1,869.211938,1379860000,3.6,2.9,13.5
"China","East Asia & Pacific","Middle Income",2014,75.8,86,171,5.78,109.8743903,99,52628,31.9,198,99,5.55,99,0.1,7683.5238,1371860000,3.7,3,13.1
"China","East Asia & Pacific","Middle Income",2013,75.6,88,185,5.79,9.955532032,99,26883,3.9,216,99,5.39,99,0.1,777.77594,1363240000,3.8,3.2,12.7
"China","East Asia & Pacific","Middle Income",2012,75.4,89,201,5.74,94.4344566,99,6183,3,233,99,5.26,99,0.1,6337.882993,1354190000,3.9,3.3,12.4
"China","East Asia & Pacific","Middle Income",2011,75.2,91,215,5.63,91.26749779,99,9943,29,251,99,5.3,99,0.1,5633.79616,1345035000,4.1,3.5,12.8
"China","East Asia & Pacific","Middle Income",2010,75,92,231,5.75,5.660754839,99,38159,28.1,268,99,4.89,99,0.1,456.512487,1337705000,4.2,3.6,12.5
"China","East Asia & Pacific","Middle Income",2009,74.9,93,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,1331260000,4.4,3.8,12.2
"China","East Asia & Pacific","Middle Income",2008,74.5,97,266,4.27,39.22509728,95,131441,26.5,308,99,4.59,97,0.1,3471.247547,1324655000,4.5,4,11.9
"China","East Asia & Pacific","Middle Income",2007,74.4,96,285,3.88,312.6624819,92,109023,25.7,332,94,4.32,93,0.1,2695.366223,1317885000,4.7,4.1,11.4
"China","East Asia & Pacific","Middle Income",2006,74.2,98,307,3.28,29.74342979,91,99602,24.9,360,94,4.52,93,0.1,299.229676,1311020000,4.8,4.3,11
"China","East Asia & Pacific","Middle Income",2005,73.9,99,332,2.92,171.6596026,84,124219,24.1,392,87,4.66,87,0.1,1753.4178,1303720000,5,4.4,10.6
"China","East Asia & Pacific","Middle Income",2004,73.5,11,360,3.04,1.58668462,79,70549,23.4,427,87,4.72,87,0.1,158.668462,1296075000,5.1,4.6,10.2
"China","East Asia & Pacific","Middle Income",2003,73.1,13,391,2.96,122.9365349,75,71879,22.6,467,87,4.82,86,0.1,1288.642924,1288400000,5.3,4.7,9.9
"China","East Asia & Pacific","Middle Income",2002,72.7,16,422,2.91,106.3590358,7,58341,21.9,511,86,4.79,86,0.1,1148.5857,1280400000,5.5,4.9,9.7
"China","East Asia & Pacific","Middle Income",2001,72.2,11,457,2.84,14.23064496,65,88962,21.2,558,86,4.56,86,0.1,153.1824,1271850000,5.7,5,9.6
"China","East Asia & Pacific","Middle Income",2000,71.7,115,490,3.06,17.46057369,6,71093,2.5,608,86,4.6,85,0.1,959.372181,1262645000,5.9,5.1,9.5
"Colombia","Latin America & Caribbean","Middle Income",2015,74.8,143,10,NA,0,91,1,57.9,12,91,NA,91,0.1,644.525556,47520667,2.1,1.9,13.6
"Colombia","Latin America & Caribbean","Middle Income",2014,74.6,144,11,4.38,1435.487755,9,0,57.2,12,9,7.2,9,0.1,7913.383432,46967706,2.1,1.9,13.6
"Colombia","Latin America & Caribbean","Middle Income",2013,74.4,145,11,4.41,15.16255482,91,1,56.4,13,91,6.84,91,0.1,83.5863,46495492,2.1,1.9,13.3
"Colombia","Latin America & Caribbean","Middle Income",2012,74.3,143,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,46075721,2.1,1.9,13.2
"Colombia","Latin America & Caribbean","Middle Income",2011,74.2,144,12,4.37,184.3073618,85,6,55,14,85,6.64,85,0.1,7227.73968,45662747,2.2,2,13
"Colombia","Latin America & Caribbean","Middle Income",2010,73.6,15,12,4.28,113.2436346,88,0,54.2,15,88,6.76,88,0.1,625.65544,45222699,2.2,2,12.8
"Colombia","Latin America & Caribbean","Middle Income",2009,73.6,15,13,4.34,941.6464045,92,0,53.5,15,92,7.1,92,0.1,5148.422113,44750054,2.2,2,12.4
"Colombia","Latin America & Caribbean","Middle Income",2008,73.5,146,14,4.45,978.07041,92,0,52.8,16,92,6.62,92,0.1,5433.7245,44254972,2.3,2,12.2
"Colombia","Latin America & Caribbean","Middle Income",2007,73.5,144,14,4.66,780.5946749,93,0,52,17,93,6.25,93,0.1,4674.21961,43737512,2.3,2.1,11.9
"Colombia","Latin America & Caribbean","Middle Income",2006,73.1,147,15,4.53,62.43710774,93,0,51.3,17,94,6.11,93,0.1,379.78776,43200901,2.3,2.1,11.5
"Colombia","Latin America & Caribbean","Middle Income",2005,73.1,144,15,4.38,531.9808176,93,0,5.5,18,93,5.82,93,0.1,3386.256,42647731,2.4,2.1,11.1
"Colombia","Latin America & Caribbean","Middle Income",2004,72.8,148,16,4.26,42.17956418,89,0,49.8,19,89,5.37,89,0.1,274.249442,42075953,2.4,2.2,11.3
"Colombia","Latin America & Caribbean","Middle Income",2003,72.4,15,16,4.25,417.8038898,92,0,49,19,92,5.92,92,0.1,2246.257472,41483872,2.5,2.2,11.6
"Colombia","Latin America & Caribbean","Middle Income",2002,71.8,163,17,4.45,393.8773633,78,139,48.2,20,83,5.67,81,0.1,2355.725857,40875363,2.5,2.3,11.5
"Colombia","Latin America & Caribbean","Middle Income",2001,71.5,165,17,4.43,404.4205858,8,3,47.5,21,83,5.96,8,0.1,2395.856551,40255956,2.5,2.3,11.4
"Colombia","Latin America & Caribbean","Middle Income",2000,71.4,167,18,4.66,477.1341814,78,1,46.7,21,82,5.91,79,0.1,2472.197831,39629965,2.6,2.3,11.3
"Comoros","Sub-Saharan Africa","Low Income",2015,63.5,227,1,NA,0,91,0,24.2,2,92,NA,91,0.8,727.6463868,777435,6.7,6.5,11.1
"Comoros","Sub-Saharan Africa","Low Income",2014,63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759390,6.8,6.6,11.1
"Comoros","Sub-Saharan Africa","Low Income",2013,62.9,233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,741511,6.8,6.6,10.9
"Comoros","Sub-Saharan Africa","Low Income",2012,62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723865,6.9,6.7,10.8
"Comoros","Sub-Saharan Africa","Low Income",2011,62.2,241,2,0.12,59.6596497,83,3,22.1,2,85,6.1,83,0.2,829.7586885,706578,7,6.8,10.6
"Comoros","Sub-Saharan Africa","Low Income",2010,61.8,246,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,689696,7.1,6.9,10.5
"Comoros","Sub-Saharan Africa","Low Income",2009,61.3,251,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,673251,7.2,7,10.3
"Comoros","Sub-Saharan Africa","Low Income",2008,61,255,2,0.12,93.36788979,81,0,2.6,2,81,5.13,81,0.1,795.97519,657227,7.2,7.1,10.2
"Comoros","Sub-Saharan Africa","Low Income",2007,66,259,2,0.16,9.087638194,75,0,2.1,2,75,4.93,75,0.1,72.759313,641624,7.3,7.2,10
"Comoros","Sub-Saharan Africa","Low Income",2006,63,262,2,0.25,77.0283958,69,85,19.6,2,69,4.57,69,0.1,648.38717,626427,7.4,7.3,9.9
"Comoros","Sub-Saharan Africa","Low Income",2005,60,266,2,0.24,69.9675435,68,912,19.2,2,67,4.32,68,0.1,621.93372,611625,7.5,7.4,9.7
"Comoros","Sub-Saharan Africa","Low Income",2004,59.8,269,2,0.27,7.212110766,77,0,18.8,2,73,3.96,76,0.1,616.4197236,597230,7.5,7.5,9.5
"Comoros","Sub-Saharan Africa","Low Income",2003,59.6,271,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,583213,7.6,7.6,9.2
"Comoros","Sub-Saharan Africa","Low Income",2002,59.5,271,2,0.08,29.41897495,NA,0,18,2,98,3.39,89,0.1,433.2691451,569480,7.7,7.7,8.8
"Comoros","Sub-Saharan Africa","Low Income",2001,59.5,272,1,0.08,19.71741043,NA,0,17.6,2,7,2.86,7,0.1,395.9319363,555895,7.8,7.8,8.5
"Comoros","Sub-Saharan Africa","Low Income",2000,59.5,272,1,0.09,35.02948624,NA,0,17.3,2,7,3.56,7,0.1,375.8528566,542358,7.9,7.9,8.2
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2015,64.7,267,7,NA,0,80,1359,27.4,10,8,NA,8,2.8,497.32,76244532,7.5,7.1,11.1
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2014,64.2,275,7,0.01,0,90,71,26.8,10,9,5.15,9,3,486.79,73767445,7.6,7.3,11.1
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2013,63.9,274,7,0.01,0,85,124,26.2,10,85,5.9,85,3,457.96,71358804,7.7,7.4,11.1
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2012,63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,424.6,69020749,7.9,7.5,10.2
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2011,62.9,285,7,3.82,0,70,315,25,10,69,2.79,82,3.5,387.08,66755151,8,7.6,10.7
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2010,62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,334.02,64563853,8.1,7.7,10.5
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2009,68,314,7,3.47,0,75,1,23.9,11,76,2.27,78,4,298.62,62448572,8.3,7.9,10.3
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2008,59.4,338,8,2.58,0,73,2,23.3,11,77,2.9,79,4.3,327.56,60411195,8.4,8,10
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2007,58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,286.33,58453687,8.5,8.2,9.8
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2006,56.9,368,8,2.25,0,0,126,22.3,12,73,2.37,73,5.5,255.43,56578046,8.7,8.3,9.6
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2005,55.3,394,8,2.03,0,0,146,21.7,13,62,2.42,62,5.9,218.39,54785894,8.8,8.5,9.4
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2004,54.1,48,9,2.58,0,0,3524,21.2,13,67,2.56,67,6.3,194.04,53068869,9,8.6,9.2
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2003,53.2,417,9,2.45,0,0,3712,2.7,14,5,2.61,5,6.8,173.8,51425583,9.1,8.8,9.4
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2002,52.6,424,9,2.55,0,0,2788,2.3,14,41,2.45,41,7.2,175.01,49871670,9.3,8.9,9.5
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2001,52.7,419,9,2.3,0,0,2152,19.8,14,32,2.44,31,7.6,153.59,48428534,9.4,9,9.7
"Congo-Kinshasa","Sub-Saharan Africa","Low Income",2000,52.9,416,9,2.26,0,0,1678,19.3,14,31,2.13,33,7.8,405.22,47105830,9.5,9.2,9.8
"Costa Rica","Latin America & Caribbean","Middle Income",2015,79.6,95,1,NA,0,92,0,6.5,1,92,NA,92,0.1,1146.36273,4847805,1.7,1.7,14.2
"Costa Rica","Latin America & Caribbean","Middle Income",2014,79.5,96,1,3.45,384.5129138,91,1,59.5,1,91,9.31,91,0.1,1647.44179,4795390,1.7,1.7,13.9
"Costa Rica","Latin America & Caribbean","Middle Income",2013,79.4,96,1,3.42,386.1379123,94,0,58.5,1,95,9.47,95,0.1,1569.66631,4742111,1.7,1.7,13.7
"Costa Rica","Latin America & Caribbean","Middle Income",2012,79.2,97,1,3.34,2568.237059,91,0,57.5,1,9,9.56,91,0.1,9985.36959,4688003,1.8,1.7,13.6
"Costa Rica","Latin America & Caribbean","Middle Income",2011,79,98,1,3.41,2429.854745,84,0,56.5,1,82,9.73,85,0.1,9186.59639,4633086,1.8,1.7,13.4
"Costa Rica","Latin America & Caribbean","Middle Income",2010,78.1,16,1,3.58,2377.010299,89,0,55.5,1,93,9.66,88,0.1,8199.414621,4577371,1.8,1.8,13.3
"Costa Rica","Latin America & Caribbean","Middle Income",2009,79.2,96,1,4.07,24.88720369,87,0,54.4,1,8,9.69,86,0.1,689.396224,4520739,1.9,1.8,13.1
"Costa Rica","Latin America & Caribbean","Middle Income",2008,78.9,99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,4463123,1.9,1.8,12.9
"Costa Rica","Latin America & Caribbean","Middle Income",2007,78.9,93,1,4.2,150.8891479,89,0,52.4,1,89,8.37,89,0.1,612.623418,4404626,1.9,1.9,12.8
"Costa Rica","Latin America & Caribbean","Middle Income",2006,78,16,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245.187372,4345421,2,1.9,12.6
"Costa Rica","Latin America & Caribbean","Middle Income",2005,78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,4285504,2,2,12.4
"Costa Rica","Latin America & Caribbean","Middle Income",2004,77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,4225156,2.1,2,12.2
"Costa Rica","Latin America & Caribbean","Middle Income",2003,78,1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167.71417,4164053,2.2,2.1,12.1
"Costa Rica","Latin America & Caribbean","Middle Income",2002,78.3,99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462.14965,4100922,2.2,2.2,11.9
"Costa Rica","Latin America & Caribbean","Middle Income",2001,77.5,1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981.52847,4034074,2.3,2.2,11.7
